season,origin,cancelled,is_core,colorway_sku,colorway_name,style_sku,style_name,source,vendor,brand,variant_count,missing_count,missing_fields,needs_variants,needs_price,needs_hs_code,needs_customs_desc,needs_weight,needs_fibre,needs_country_of_origin,needs_manufacturer,src_price,src_hs_code,src_customs_desc,src_weight,src_fibre,src_origin,src_manufacturer,fully_recoverable,unrecoverable_fields,cin7_attribute3
CONTINUITY,NEW,,,VN-ONLN-10946,Silk Resort Shirt (XL),VN-ONLN-10946,Silk Resort Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11244,Silk Resort Shirt (L),VN-ONLN-11244,Silk Resort Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9153,Dickies Doubleknee carpenters (w37),VN-ONLN-9153,Dickies Doubleknee carpenters (w37),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12393,Turtleneck Cable Knit Sweater (L),VN-ONLN-12393,Turtleneck Cable Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10115,Kenzo homme linnen shirt (L),VN-ONLN-10115,Kenzo homme linnen shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11188,Silk Resort Shirt (XL),VN-ONLN-11188,Silk Resort Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11219,Tommy Bahama Silk Shirt (L),VN-ONLN-11219,Tommy Bahama Silk Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11241,Silk Resort Shirt (M),VN-ONLN-11241,Silk Resort Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11217,Tommy Bahama Silk Shirt (M),VN-ONLN-11217,Tommy Bahama Silk Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11246,Silk Resort Shirt (M),VN-ONLN-11246,Silk Resort Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10714,Silk Resort Shirt (L),VN-ONLN-10714,Silk Resort Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-VIN-SUN-Y2K,Y2K Brand Sunglasses,EXT-VIN-SUN-Y2K,Y2K Brand Sunglasses,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,VN-ONLN-11251,Silk Resort Shirt (XL),VN-ONLN-11251,Silk Resort Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9769,Hugo Boss light wool v-neck sweater (S),VN-ONLN-9769,Hugo Boss light wool v-neck sweater (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-PB-VLY-FV,Veley Lisse Fauve,EXT-PB-VLY-FV,Veley Lisse Fauve,CIN7_IMPORT,Paraboot,Paraboot,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,VN-ONLN-12532,Burberry Short Sleeve Shirt (L),VN-ONLN-12532,Burberry Short Sleeve Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13212,Polo by Ralph Lauren Regent Shirt (XL),VN-ONLN-13212,Polo by Ralph Lauren Regent Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-RUS-JAP-VOI,Russ Japan Floral Voile,LIV-RUS-JAP-VOI,Russ Japan Floral Voile,CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shirt - 100% cotton
CONTINUITY,NEW,,,LIV-RLY-BK,Riley Black,LIV-RLY-BK,Riley Black,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - Knitted 100% wiil
CONTINUITY,NEW,,,VIN-JNS,Lee/Wrangler Jeans,VIN-JNS,Lee/Wrangler Jeans,CIN7_IMPORT,Vintage,Vintage,1,5,HS code; customs desc; fibre; origin; manufacturer,,,1,1,,1,1,1,,CIN7,CIN7,,CIN7,NONE,NONE,NO,origin; manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,EXT-NV-MRK-DRS,Market dress,EXT-NV-MRK-DRS,Market dress,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,VN-ONLN-12619,Japanese Worker Jacket (L),VN-ONLN-12619,Japanese Worker Jacket (L),CIN7_IMPORT,Vintage,Vintage,1,4,price; customs desc; fibre; manufacturer,,1,,1,,1,,1,NONE,,CIN7,,NONE,,NONE,NO,price; fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10798,Max&Co Jersey Dress (S),VN-ONLN-10798,Max&Co Jersey Dress (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12516,Burberry Lambswool Knit Sweater (L),VN-ONLN-12516,Burberry Lambswool Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12581,Navy Rugby Shirt (S),VN-ONLN-12581,Navy Rugby Shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13547,Levi's Western Denim Shirt (2XL),VN-ONLN-13547,Levi's Western Denim Shirt (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12879,Polo Ralph Lauren Shirt (L),VN-ONLN-12879,Polo Ralph Lauren Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12228,Traditional Wool Knit Sweater (XL),VN-ONLN-12228,Traditional Wool Knit Sweater (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-PB-CLZ-NR,Clusaz Lisse Noir,EXT-PB-CLZ-NR,Clusaz Lisse Noir,CIN7_IMPORT,Paraboot,Paraboot,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,LIV-BRS-GRY-SER,Brass Grey Seersucker,LIV-BRS-GRY-SER,Brass Grey Seersucker,CIN7_IMPORT,Livid Men,Livid,6,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shirt - 100% cotton
CONTINUITY,NEW,,,LIV-ELMR-SHDW-RB,Elmer Shadow Rib,LIV-ELMR-SHDW-RB,Elmer Shadow Rib,CIN7_IMPORT,Livid Men,Livid,5,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's T-Shirt - 100% Cotton
CONTINUITY,NEW,,,EXT-NRD-3CINM,003 Cinder,EXT-NRD-3CINM,003 Cinder,CIN7_IMPORT,Norda,Norda,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,VN-ONLN-10941,Tommy Bahama Silk Shirt (M),VN-ONLN-10941,Tommy Bahama Silk Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-KAV-STR-FAD,Kavon String Fadeout,LIV-KAV-STR-FAD,Kavon String Fadeout,CIN7_IMPORT,Livid Men,Livid,4,4,customs desc; fibre; origin; manufacturer,,,,1,,1,1,1,,,CIN7,,CIN7,CIN7,NONE,NO,manufacturer,Men's Sweater - 100% cotton
CONTINUITY,NEW,,,STORAGE-BELTEPOSER,Belteposer,STORAGE-BELTEPOSER,Belteposer,CIN7_IMPORT,Storage,Storage,1,5,HS code; customs desc; fibre; origin; manufacturer,,,1,1,,1,1,1,,NONE,CIN7,,NONE,NONE,NONE,NO,HS code; fibre; origin; manufacturer,Lager
CONTINUITY,NEW,,,EXT-VN-UTLVS,Utility Vest,EXT-VN-UTLVS,Utility Vest,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,VN-ONLN-13559,Striped Rugby Shirt (2XL),VN-ONLN-13559,Striped Rugby Shirt (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12341,L.L. Bean Flannel Shirt (L),VN-ONLN-12341,L.L. Bean Flannel Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11779,Boss by Hugo Boss Leather Car Coat (M),VN-ONLN-11779,Boss by Hugo Boss Leather Car Coat (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12090,Multicolor Knit Sweater (M),VN-ONLN-12090,Multicolor Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-Lou-L-BK,Lou Long Black,LIV-Lou-L-BK,Lou Long Black,CIN7_IMPORT,Livid Men,Livid,3,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shorts - 100% Cotton
CONTINUITY,NEW,,,LIV-TCK-BK,Tuck Black,LIV-TCK-BK,Tuck Black,CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - Knitted 100% wiil
CONTINUITY,NEW,,,LIV-RLY-NV,Riley Navy,LIV-RLY-NV,Riley Navy,CIN7_IMPORT,Livid Men,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - Knitted 100% wiil
CONTINUITY,NEW,,,VN-ONLN-12765,L.L. Bean Flannel Shirt (S),VN-ONLN-12765,L.L. Bean Flannel Shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12230,Traditional Wool Knit Sweater (S),VN-ONLN-12230,Traditional Wool Knit Sweater (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12944,Aquascutum Silk Tie (OneSize),VN-ONLN-12944,Aquascutum Silk Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-VN-PTNCRDG,Pattern Cardigan,EXT-VN-PTNCRDG,Pattern Cardigan,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,LIV-ML-WHT,Mila White,LIV-ML-WHT,Mila White,CIN7_IMPORT,Livid Femme,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-13464,Mickey & Minnie Disney Tee (L),VN-ONLN-13464,Mickey & Minnie Disney Tee (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11435,Vintage Knit (L),VN-ONLN-11435,Vintage Knit (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10908,Diesel Halfzip Knit (M),VN-ONLN-10908,Diesel Halfzip Knit (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-VN-WHBL,White blouse,EXT-VN-WHBL,White blouse,CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used clothing - Vintage
CONTINUITY,NEW,,,VN-ONLN-11525,Vintage Corduroy Shirt (XL),VN-ONLN-11525,Vintage Corduroy Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11629,Chaps by Ralph Lauren Shirt (XL),VN-ONLN-11629,Chaps by Ralph Lauren Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10983,Fendi Sunglasses (OneSize),VN-ONLN-10983,Fendi Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10963,Levi's SilverTab Loose Denim Shorts (W34),VN-ONLN-10963,Levi's SilverTab Loose Denim Shorts (W34),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13482,Tommy Hilfiger Quarter Zip Knit (XL),VN-ONLN-13482,Tommy Hilfiger Quarter Zip Knit (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10915,Diesel Bootleg Cargo Shorts (W36),VN-ONLN-10915,Diesel Bootleg Cargo Shorts (W36),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-MSCSMPL-WM,"Livid Misc Sample, Women top",LIV-MSCSMPL-WM,"Livid Misc Sample, Women top",CIN7_IMPORT,Livid Men,Livid,1,5,price; HS code; customs desc; fibre; manufacturer,,1,1,1,,1,,1,NONE,NONE,NONE,,NONE,,NONE,NO,price; HS code; customs desc; fibre; manufacturer,
CONTINUITY,NEW,,,LIV-BLY-JP-LDPRM,Bailey Japan Old Prime,LIV-BLY-JP-LDPRM,Bailey Japan Old Prime,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-9085,1996 Comedy Central Indecision Lee Denim Jacket (L),VN-ONLN-9085,1996 Comedy Central Indecision Lee Denim Jacket (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9322,80's Bandana (OneSize),VN-ONLN-9322,80's Bandana (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,IMP-LIV-BRNS-JPN-ML,"Barnes Japan Mole, 3434*",IMP-LIV-BRNS-JPN-ML,"Barnes Japan Mole, 3434*",CIN7_IMPORT,Livid Men,Livid,3,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-10088,Fjällräven women's lightweight shirt (44),VN-ONLN-10088,Fjällräven women's lightweight shirt (44),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-PF-SP,Spiced Pumpkin 7.2 oz,EXT-PF-SP,Spiced Pumpkin 7.2 oz,CIN7_IMPORT,P.F. Candles,P.F. Candles,1,4,HS code; customs desc; fibre; manufacturer,,,1,1,,1,,1,,CIN7,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Scent candles
CONTINUITY,NEW,,,VN-ONLN-12566,Jaquard Knit Sweater (M),VN-ONLN-12566,Jaquard Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11474,90's Plain College Sweat (S),VN-ONLN-11474,90's Plain College Sweat (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13475,Adidas Logo Crewneck (S),VN-ONLN-13475,Adidas Logo Crewneck (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-TTA-BLK,Teta Black,LIV-TTA-BLK,Teta Black,CIN7_IMPORT,Livid Femme,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - Knitted 100% wiil
CONTINUITY,NEW,,,VN-ONLN-11003,Gucci Sunglasses (OneSize),VN-ONLN-11003,Gucci Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-Hayes-CH,Hayes Charcoal,LIV-Hayes-CH,Hayes Charcoal,CIN7_IMPORT,Livid Men,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's trouser - 100% cotton
CONTINUITY,NEW,,,LIV-ISL-JPN-BLCK,Isla Japan Black,LIV-ISL-JPN-BLCK,Isla Japan Black,CIN7_IMPORT,Livid Femme,Livid,10,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-LV-JPN-INDG,Live Japan Indigo,LIV-LV-JPN-INDG,Live Japan Indigo,CIN7_IMPORT,Livid Femme,Livid,7,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-BLY-JPN-INDG,Bailey Japan Indigo,LIV-BLY-JPN-INDG,Bailey Japan Indigo,CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-ADDSN-JPN-INDG,Addison Japan Indigo,LIV-ADDSN-JPN-INDG,Addison Japan Indigo,CIN7_IMPORT,Livid Men,Livid,9,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-MRG-JPN-BLCK,Margo Japan Black,LIV-MRG-JPN-BLCK,Margo Japan Black,CIN7_IMPORT,Livid Femme,Livid,6,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-Keri-C,Keri Cocoa Linen,LIV-Keri-C,Keri Cocoa Linen,CIN7_IMPORT,Livid Femme,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's trouser - 100% cotton
CONTINUITY,NEW,,,LIV-JN-JPN-INDG,Jone Japan Indigo,LIV-JN-JPN-INDG,Jone Japan Indigo,CIN7_IMPORT,Livid Men,Livid,12,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-CSDY-BLK,Cassidy Black (SS19),LIV-CSDY-BLK,Cassidy Black (SS19),CIN7_IMPORT,Livid Men,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Shirt - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-9462,Tommy Hilfiger Rugby shirt (S),VN-ONLN-9462,Tommy Hilfiger Rugby shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-PLTH-TP-MHR-MX,Plath Taupe Mohair Mix,LIV-PLTH-TP-MHR-MX,Plath Taupe Mohair Mix,CIN7_IMPORT,Livid Unisex,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's beanie - 100% Wool
CONTINUITY,NEW,,,VN-ONLN-11126,Tommy Bahama Silk Shirt (XL),VN-ONLN-11126,Tommy Bahama Silk Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-HYSJKT-STRP,Hayes Suit Jacket Stripe,LIV-HYSJKT-STRP,Hayes Suit Jacket Stripe,CIN7_IMPORT,Livid Men,Livid,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Suit - 100% wool
CONTINUITY,NEW,,,VN-ONLN-10814,Nike ultra heavyweight Tee (XL),VN-ONLN-10814,Nike ultra heavyweight Tee (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13451,Levi's Silvertab Western Shirt (L),VN-ONLN-13451,Levi's Silvertab Western Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12595,90s Levi's Western Denim Shirt (L),VN-ONLN-12595,90s Levi's Western Denim Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
